genre,budget_million,director_score,cast_popularity,runtime_minutes,release_month,marketing_spend,is_sequel,box_office_hit
Horror,26.93,4.5,35.14,115,4,17.58,0,0
Fantasy,39.23,7.55,39.32,122,8,10.31,0,0
Comedy,43.09,9.42,75.73,174,8,11.24,0,1
Drama,46.35,5.21,62.62,165,9,10.6,1,1
Comedy,78.91,5.96,30.95,141,1,15.37,1,0
Thriller,85.07,6.57,71.89,111,5,10.47,0,1
Sci-Fi,42.22,6.17,20.48,157,11,15.82,0,0
Thriller,32.06,7.17,67.32,124,2,15.19,1,1
Action,46.15,7.8,24.63,103,6,12.28,1,0
Sci-Fi,23.19,3.25,41.43,103,10,11.54,1,0
Action,49.15,6.75,54.97,99,1,10.4,0,1
Thriller,21.62,6.5,10.11,144,12,12.12,0,0
Fantasy,113.82,9.11,41.34,95,10,12.0,1,1
Action,53.84,6.25,40.44,160,9,15.99,0,1
Horror,33.87,4.37,46.04,161,10,4.68,1,0
Comedy,71.18,8.9,61.75,111,11,10.16,0,1
Drama,13.04,8.57,70.02,109,10,5.48,0,1
Fantasy,28.65,8.27,40.36,137,1,9.46,1,1
Comedy,62.71,8.83,25.08,177,5,4.93,0,0
Fantasy,54.06,4.4,58.26,99,12,12.14,1,0
Romance,81.46,4.27,67.57,123,11,7.39,0,0
Fantasy,1.0,7.1,29.35,160,6,9.93,1,0
Drama,74.54,5.91,26.48,135,3,15.43,0,0
Romance,33.7,3.7,62.46,134,4,1.3,1,0
Action,14.89,5.81,7.28,163,10,9.2,1,0
Thriller,1.0,8.03,57.81,141,11,11.08,0,1
Drama,33.33,1.48,20.84,134,2,12.11,0,0
Romance,97.7,7.39,23.2,169,5,12.72,0,1
Romance,79.07,2.64,36.45,98,4,0.0,0,0
Romance,99.03,5.82,40.93,120,6,8.6,1,1
Drama,46.59,5.74,37.87,80,1,5.0,1,0
Action,53.2,4.88,55.16,92,1,12.3,0,0
Fantasy,2.62,6.15,65.3,174,1,6.68,0,0
Fantasy,2.62,9.26,8.47,138,11,7.64,1,0
Comedy,45.6,5.32,15.9,131,9,2.16,0,0
Thriller,8.71,6.37,50.75,133,9,9.26,1,0
Drama,24.28,6.13,60.86,137,6,15.25,0,1
Horror,51.3,6.12,45.04,143,8,8.52,1,0
Thriller,88.17,5.32,60.57,158,4,8.78,1,1
Thriller,50.3,3.8,37.29,176,12,12.75,1,0
Comedy,9.19,5.2,9.06,180,1,5.01,0,0
Drama,1.0,9.71,46.36,177,10,21.77,1,1
Action,53.6,7.97,43.52,112,5,15.01,0,1
Romance,31.13,5.01,45.14,137,11,11.42,0,0
Drama,53.48,9.3,74.13,122,8,12.43,1,1
Drama,43.87,2.62,60.29,84,7,8.89,1,0
Comedy,47.89,6.21,55.61,81,9,11.28,0,0
Comedy,86.05,2.62,39.55,169,9,15.01,1,0
Thriller,81.61,9.06,28.6,85,7,2.16,1,0
Fantasy,61.07,4.18,80.84,99,7,15.21,0,1
Horror,23.14,7.83,57.9,143,1,13.61,0,1
Romance,33.46,7.93,66.56,128,5,1.86,1,1
Drama,72.9,8.07,55.05,163,8,19.05,1,1
Romance,89.04,5.79,36.59,164,12,12.67,0,0
Romance,11.79,1.39,53.28,171,5,5.52,0,0
Sci-Fi,95.83,6.34,38.52,130,5,1.12,0,0
Horror,26.61,5.31,34.2,168,12,12.47,0,0
Romance,70.06,5.61,77.42,84,3,11.13,0,1
Horror,134.03,4.6,7.41,117,5,12.6,1,0
Action,2.31,4.01,68.99,110,7,5.23,0,0
Horror,65.16,3.51,40.91,136,9,10.37,0,0
Thriller,40.58,6.55,26.63,87,6,0.41,0,0
Horror,63.42,5.39,39.71,111,3,13.79,1,0
Comedy,31.43,4.2,71.77,170,4,18.08,1,1
Comedy,1.0,4.15,66.12,141,3,13.57,0,0
Horror,27.39,4.57,65.11,122,2,0.81,1,0
Sci-Fi,60.41,2.41,35.99,143,9,13.31,0,0
Horror,90.48,5.64,24.89,168,5,16.76,1,1
Sci-Fi,62.17,5.3,85.96,121,2,16.82,1,1
Horror,94.18,3.16,48.53,127,10,18.01,0,0
Horror,35.2,6.41,58.17,128,8,9.54,0,0
Drama,32.76,5.05,68.47,132,11,3.53,0,0
Comedy,60.29,6.97,25.51,164,4,18.42,0,1
Drama,38.75,8.54,37.94,152,8,12.38,0,1
Sci-Fi,83.68,5.05,15.61,120,4,10.49,1,0
Horror,7.83,8.71,54.93,146,10,10.53,0,1
Romance,75.88,5.56,34.72,113,11,9.99,1,0
Action,86.24,7.49,58.85,179,3,16.75,1,1
Horror,60.95,7.21,44.63,102,11,0.74,1,0
Comedy,77.38,3.73,33.27,180,5,12.42,0,0
Sci-Fi,30.52,6.27,0.0,130,3,9.15,1,0
Fantasy,25.06,6.54,39.24,119,9,10.75,0,0
Horror,60.57,7.59,64.17,137,12,9.35,0,1
Thriller,28.33,6.04,78.42,170,2,0.44,0,0
Thriller,59.02,6.04,67.68,162,2,5.83,0,1
Sci-Fi,59.05,3.87,21.95,82,5,18.88,1,0
Sci-Fi,47.98,6.52,53.48,84,3,5.82,1,0
Thriller,58.47,3.67,50.64,109,4,15.71,0,0
Comedy,69.04,5.87,86.05,159,9,12.11,1,1
Horror,47.0,6.43,42.63,169,10,5.61,0,0
Horror,35.69,9.04,63.11,129,10,2.51,0,1
Thriller,74.68,2.22,43.47,145,5,11.59,1,0
Action,58.2,8.03,77.73,158,12,14.45,1,1
Sci-Fi,63.53,8.55,61.26,96,2,1.88,0,1
Sci-Fi,67.48,5.87,80.81,111,7,7.95,1,1
Horror,54.46,7.23,32.85,129,10,9.2,1,0
Drama,39.67,5.17,57.31,125,8,16.25,0,0
Sci-Fi,31.49,3.4,100.0,108,9,11.89,1,1
Drama,47.35,8.64,26.47,120,4,12.02,1,1
Romance,64.45,6.19,43.44,134,2,14.59,0,1
Horror,65.85,7.01,17.67,169,7,10.2,0,0
Romance,54.32,1.93,20.94,144,11,15.67,0,0
Comedy,60.57,6.24,43.97,84,12,8.77,0,0
Romance,16.86,3.51,51.59,124,6,5.76,1,0
Comedy,36.07,9.44,77.2,157,5,5.06,0,1
Horror,70.13,6.86,25.55,83,5,8.19,0,0
Sci-Fi,25.0,7.3,30.37,130,5,12.84,0,0
Romance,54.24,3.11,42.72,96,5,5.56,1,0
Sci-Fi,51.55,7.75,40.25,134,3,10.46,0,1
Thriller,46.58,6.27,24.69,178,7,5.91,0,0
Horror,70.36,8.02,10.92,148,12,12.22,1,0
Sci-Fi,56.82,7.51,46.14,102,10,10.69,0,1
Action,14.08,9.2,53.25,133,6,16.02,0,1
Romance,65.48,5.64,40.77,114,4,16.03,0,0
Comedy,34.79,7.8,21.03,83,9,10.14,0,0
Drama,9.08,6.06,67.49,152,1,7.41,0,0
Horror,72.27,3.72,23.94,138,9,8.76,0,0
Drama,14.42,6.76,59.16,147,9,9.37,0,0
Romance,39.36,3.85,18.3,168,2,10.54,1,0
Comedy,58.81,6.61,47.17,125,5,13.59,0,1
Comedy,47.8,4.54,34.49,178,7,15.17,0,0
Action,31.27,5.42,51.55,127,7,3.39,0,0
Thriller,20.19,3.85,31.09,89,4,11.95,1,0
Comedy,27.2,9.49,32.63,87,1,17.61,0,1
Sci-Fi,17.68,4.49,44.4,132,3,15.73,1,0
Sci-Fi,46.21,5.68,75.1,113,5,12.15,0,1
Romance,33.64,5.48,32.12,108,12,12.67,0,0
Romance,8.64,6.01,37.86,123,3,7.69,1,0
Horror,41.32,4.04,61.98,139,6,10.22,1,0
Drama,30.7,5.83,23.08,108,10,16.28,1,0
Sci-Fi,58.04,6.34,52.18,86,6,13.39,0,1
Thriller,60.86,6.39,69.53,164,2,5.92,0,1
Fantasy,90.26,8.76,61.78,82,5,20.95,1,1
Romance,69.43,7.29,50.2,117,5,5.63,0,1
Romance,17.35,9.81,37.45,156,7,8.69,0,1
Action,1.0,6.05,50.0,140,9,7.19,1,0
Comedy,4.44,5.86,84.0,127,8,8.84,0,1
Action,34.92,4.06,54.35,179,12,6.42,1,0
Comedy,1.76,4.99,77.37,80,6,7.32,0,0
Fantasy,31.52,6.4,82.65,165,4,8.67,1,1
Action,50.97,5.67,34.68,112,1,22.64,1,1
Sci-Fi,33.1,8.85,75.43,97,1,9.85,0,1
Horror,58.36,5.93,71.92,138,10,7.87,0,1
Sci-Fi,31.74,4.04,76.56,133,2,3.24,0,0
Horror,27.14,3.74,53.99,109,12,8.87,0,0
Fantasy,101.24,9.87,76.66,134,9,2.92,0,1
Romance,49.01,6.88,42.68,175,2,13.02,1,1
Comedy,53.36,4.3,80.59,95,9,9.63,1,1
Drama,75.33,9.62,50.76,161,1,15.79,1,1
Romance,76.31,5.39,72.83,168,11,4.2,0,1
Fantasy,39.02,2.71,82.87,128,2,5.53,0,0
Action,81.38,4.08,61.48,162,7,9.56,1,1
Horror,36.53,5.61,66.32,155,1,19.28,0,1
Fantasy,80.49,5.42,30.05,89,8,8.44,1,0
Fantasy,12.99,6.57,65.32,162,4,10.19,0,1
Action,40.8,10.0,55.42,179,12,12.36,1,1
Action,56.68,5.3,34.7,109,2,13.85,1,0
Horror,60.82,6.01,67.01,167,9,5.66,1,1
Romance,24.69,4.64,100.0,146,10,11.23,0,1
Action,1.0,6.18,26.21,175,10,8.73,1,0
Horror,63.81,10.0,63.48,167,5,17.5,0,1
Thriller,43.8,3.21,47.54,93,1,1.16,1,0
Sci-Fi,38.28,1.78,42.59,94,4,5.09,0,0
Action,99.63,3.73,77.45,149,4,1.87,1,1
Thriller,41.21,3.46,40.94,124,9,5.65,0,0
Romance,34.49,6.4,24.64,157,2,10.26,1,0
Thriller,1.0,8.28,63.94,99,7,12.21,1,1
Thriller,17.52,6.39,20.46,96,5,3.49,0,0
Drama,76.27,7.26,74.64,91,5,10.41,0,1
Drama,28.24,6.21,64.14,165,6,7.63,1,1
Horror,68.86,5.28,8.54,85,6,1.69,0,0
Comedy,11.22,6.47,55.96,134,3,11.33,0,0
Action,23.92,3.24,64.1,140,4,3.77,1,0
Comedy,23.16,10.0,15.74,143,4,10.5,1,0
Action,64.3,5.62,54.48,165,9,10.85,1,1
Romance,43.64,5.04,51.87,106,10,10.05,1,0
Fantasy,16.68,4.31,19.63,143,7,11.39,0,0
Romance,71.43,5.95,68.7,109,4,15.28,1,1
Action,64.83,6.81,47.6,114,8,8.9,0,0
Romance,60.21,6.25,86.9,119,3,11.63,1,1
Drama,58.86,6.08,73.65,140,5,11.06,0,1
Action,24.38,4.79,38.69,169,9,15.3,0,0
Action,87.76,6.18,66.81,137,3,7.39,1,1
Sci-Fi,46.97,9.84,79.04,157,12,16.09,1,1
Horror,58.04,5.18,42.73,153,11,11.92,0,0
Comedy,61.49,8.29,19.05,98,8,10.01,0,0
Horror,21.65,5.26,76.49,164,2,7.21,0,0
Horror,106.89,5.9,46.93,94,10,9.84,0,1
Sci-Fi,49.19,8.06,65.72,177,2,5.94,1,1
Romance,51.0,1.11,52.72,157,4,0.0,0,0
Action,37.62,7.4,59.29,153,10,9.49,1,1
Sci-Fi,84.5,4.27,55.02,109,4,13.34,1,1
Horror,85.77,5.91,55.84,141,11,8.91,1,1
Sci-Fi,54.75,6.51,33.26,169,12,10.99,1,0
Thriller,6.03,8.55,12.61,130,4,11.23,0,0
Comedy,45.07,6.31,30.85,145,11,18.82,0,0
Fantasy,48.05,6.66,53.31,123,11,13.33,1,1
Romance,36.45,3.86,16.04,95,7,14.12,0,0
Romance,20.5,3.8,60.79,174,9,13.77,1,0
Romance,3.37,6.44,34.5,175,11,5.0,0,0
Romance,94.13,7.15,18.78,139,4,3.34,0,0
Comedy,72.25,8.27,23.85,171,9,0.34,0,0
Thriller,51.03,6.82,30.29,148,12,10.85,1,0
Romance,30.51,4.69,37.07,160,4,9.77,0,0
Sci-Fi,60.8,6.19,58.59,140,5,8.63,1,1
Thriller,56.12,4.96,65.99,146,10,10.91,1,1
Romance,37.97,4.14,39.91,166,2,6.74,1,0
Comedy,61.69,4.56,46.71,136,4,9.43,0,0
Romance,65.37,3.17,83.53,131,1,8.1,1,1
Romance,70.62,3.98,23.1,94,1,11.77,0,0
Thriller,23.36,2.91,42.2,176,12,5.23,0,0
Thriller,62.94,7.54,44.51,112,8,10.22,0,1
Horror,85.33,3.31,61.67,95,11,15.49,0,0
Fantasy,58.89,4.55,35.84,125,12,6.3,1,0
Fantasy,116.25,4.79,57.48,112,5,10.0,0,1
Thriller,44.59,7.02,36.11,168,1,11.15,0,0
Fantasy,1.0,6.49,84.01,90,4,6.48,0,0
Thriller,24.53,6.41,48.36,139,1,2.05,1,0
Action,29.92,2.6,52.29,141,1,6.05,1,0
Horror,66.76,6.33,43.3,119,6,8.54,1,0
Fantasy,74.95,5.06,100.0,90,10,7.11,1,1
Romance,54.08,3.98,21.58,145,12,7.14,0,0
Comedy,58.78,5.35,35.46,162,3,3.39,0,0
Romance,107.45,4.59,60.06,138,8,11.22,1,1
Thriller,25.07,1.62,90.08,157,12,7.76,1,0
Romance,47.81,6.91,57.5,121,7,13.46,0,1
Thriller,36.43,2.86,38.79,119,11,4.24,1,0
Romance,14.78,9.12,100.0,178,6,11.36,0,1
Drama,1.0,2.21,26.78,109,12,9.63,1,0
Sci-Fi,88.9,7.55,12.56,86,5,10.43,1,0
Thriller,27.07,5.7,49.92,128,6,8.06,1,0
Drama,42.49,9.44,50.99,161,1,6.91,1,1
Comedy,62.92,2.83,72.85,152,9,10.93,1,0
Comedy,14.3,8.3,51.86,158,2,1.44,0,0
Drama,24.97,7.93,38.1,172,12,7.05,1,0
Romance,49.35,5.76,34.89,92,4,6.94,1,0
Action,36.85,8.27,72.04,162,3,15.95,0,1
Action,11.72,4.03,52.29,103,3,13.91,1,0
Horror,68.22,6.88,62.5,161,4,10.99,1,1
Horror,36.07,4.64,53.23,154,7,8.58,0,0
Action,54.1,5.82,98.27,110,3,11.8,1,1
Comedy,51.71,7.49,80.32,155,8,21.92,1,1
Action,79.09,5.4,69.88,165,12,9.84,0,1
Horror,60.59,4.78,47.71,85,11,11.62,0,0
Drama,24.12,5.28,80.8,111,2,9.19,1,1
Romance,84.87,5.43,34.76,117,5,0.0,0,0
Romance,35.8,5.85,80.27,84,5,8.62,1,1
Fantasy,25.58,7.05,32.85,137,9,9.05,0,0
Action,21.14,6.26,94.74,116,5,10.01,1,1
Sci-Fi,1.0,7.51,69.52,98,12,5.72,0,0
Comedy,31.75,6.04,12.72,115,2,19.34,0,0
Romance,61.9,2.16,65.14,145,7,7.42,1,0
Sci-Fi,9.14,5.73,40.25,107,10,8.16,0,0
Sci-Fi,101.26,7.56,57.86,112,6,12.45,0,1
Drama,1.0,9.9,58.4,134,8,13.03,0,1
Fantasy,26.5,1.49,50.32,155,2,7.76,1,0
Sci-Fi,5.37,5.53,52.38,171,12,6.77,1,0
Action,77.54,7.43,63.27,117,3,3.93,0,1
Fantasy,69.57,5.28,54.65,118,9,12.69,1,1
Comedy,42.02,3.1,28.98,91,12,4.9,0,0
Action,7.35,5.42,63.15,157,4,11.34,0,0
Fantasy,14.05,6.33,47.0,144,8,8.23,1,0
Thriller,57.5,6.93,57.77,175,4,20.03,0,1
Romance,29.72,1.69,42.83,163,12,11.57,0,0
Thriller,33.14,7.3,46.84,152,4,13.08,1,1
Drama,47.79,7.37,26.7,148,9,19.16,0,1
Action,37.62,6.04,63.3,116,12,4.45,0,0
Horror,1.0,4.36,37.39,121,12,6.58,1,0
Drama,10.07,9.1,26.0,180,8,12.46,1,0
Action,10.8,5.29,55.54,138,4,11.39,1,0
Action,28.17,6.31,64.71,144,12,11.85,1,1
Thriller,52.7,6.57,36.73,167,12,0.22,1,0
Comedy,51.47,7.46,78.72,120,4,6.65,1,1
Horror,85.6,6.01,65.14,161,5,19.89,1,1
Fantasy,7.79,6.22,81.7,106,11,3.77,0,0
Comedy,59.19,5.88,76.82,131,6,8.72,0,1
Action,26.4,3.29,75.2,107,1,6.46,1,0
Comedy,109.27,2.94,13.24,147,6,4.41,0,0
Romance,46.82,7.5,27.27,175,9,1.17,0,0
Fantasy,33.15,6.05,75.87,153,12,11.44,0,1
Drama,58.23,6.12,64.53,144,11,5.78,1,1
Romance,55.91,7.97,44.78,120,4,2.25,1,0
Romance,38.6,5.64,40.45,92,6,4.02,0,0
Horror,67.82,7.79,41.57,160,10,7.92,0,1
Action,95.31,4.13,79.8,166,9,15.21,0,1
Horror,77.55,9.83,49.28,148,3,9.56,1,1
Horror,45.53,10.0,42.3,136,2,0.0,0,1
Drama,103.3,8.04,21.78,174,9,8.44,0,1
Sci-Fi,64.46,8.51,14.27,159,12,9.6,1,0
Comedy,17.07,6.05,68.11,116,3,18.15,0,1
Comedy,51.65,8.24,42.05,111,3,14.64,0,1
Romance,43.5,5.31,54.74,162,2,5.7,1,0
Horror,33.76,8.67,59.48,102,12,3.22,0,1
Thriller,59.43,3.03,64.63,154,1,8.05,1,0
Romance,1.0,3.98,63.83,168,5,8.03,0,0
Horror,98.09,8.75,73.68,96,6,19.79,0,1
Thriller,68.36,4.88,55.5,98,2,19.37,0,1
Sci-Fi,1.0,6.24,51.51,132,8,3.82,0,0
Drama,68.0,2.38,32.05,143,11,10.86,0,0
Romance,63.3,6.72,55.89,85,9,10.44,0,1
Drama,93.96,4.11,34.33,128,1,14.41,1,0
Drama,101.72,4.17,34.25,133,4,6.6,0,0
Action,106.78,4.74,62.52,124,9,8.73,0,1
Comedy,41.67,4.61,19.58,96,1,18.55,0,0
Romance,66.22,5.87,52.81,81,6,9.08,0,0
Action,35.59,5.62,56.69,149,12,7.66,0,0
Drama,79.35,3.32,47.65,173,12,16.4,1,0
Horror,1.0,7.37,41.19,167,12,6.02,0,0
Romance,11.74,4.59,93.01,163,8,8.88,1,1
Romance,36.98,6.17,77.04,100,11,9.46,1,1
Fantasy,48.19,8.56,32.77,91,8,12.83,0,1
Drama,54.9,4.42,57.33,120,11,0.0,1,0
Horror,88.23,7.8,45.67,105,6,3.91,0,1
Sci-Fi,30.5,4.57,52.72,135,10,12.78,0,0
Horror,11.24,7.42,43.17,137,6,5.22,1,0
Fantasy,38.37,3.47,39.57,139,9,7.23,1,0
Horror,31.82,6.64,40.99,87,4,18.97,0,0
Action,66.6,2.9,49.18,149,2,7.34,0,0
Fantasy,95.75,5.06,37.33,81,7,11.66,0,0
Action,93.05,4.38,24.39,165,7,4.93,1,0
Comedy,82.68,6.68,44.72,112,3,9.02,0,1
Fantasy,32.91,6.17,37.33,109,2,10.11,1,0
Fantasy,45.15,6.42,44.72,150,1,15.3,0,1
Fantasy,62.74,7.0,50.75,135,9,3.74,0,0
Fantasy,26.88,5.62,26.8,116,6,1.46,0,0
Action,29.68,9.16,78.82,162,6,17.19,1,1
Thriller,61.23,3.74,64.13,132,11,8.28,1,0
Thriller,9.07,5.5,39.59,120,8,17.45,1,0
Action,82.78,6.25,59.16,161,6,6.37,1,1
Sci-Fi,37.95,7.07,61.36,112,2,5.58,0,0
Comedy,66.22,6.63,79.4,127,9,6.3,0,1
Drama,56.2,5.83,81.8,128,1,8.97,0,1
Horror,87.63,6.15,35.13,122,3,15.84,1,1
Romance,1.0,6.28,54.42,151,10,9.84,0,0
Fantasy,87.81,6.7,70.31,85,4,6.96,0,1
Horror,87.14,6.04,59.51,136,8,8.48,0,1
Horror,58.44,5.97,54.22,178,6,6.27,0,0
Thriller,65.64,5.14,49.57,154,3,14.0,1,1
Romance,67.89,6.86,56.65,166,8,12.23,0,1
Sci-Fi,22.97,7.61,58.63,156,9,2.62,0,0
Horror,51.62,2.87,31.61,120,2,21.69,0,0
Fantasy,76.7,8.04,38.02,119,6,14.53,0,1
Drama,1.0,6.2,80.12,141,11,0.11,0,0
Drama,64.13,5.93,32.56,101,7,11.61,0,0
Thriller,52.61,7.85,47.02,85,10,4.62,0,0
Action,68.82,8.17,55.31,94,11,0.0,0,1
Comedy,11.84,4.96,52.17,151,2,10.26,0,0
Romance,27.69,8.26,72.86,124,4,11.12,1,1
Drama,8.12,6.34,61.13,135,12,3.3,0,0
Fantasy,7.79,3.92,20.95,174,10,14.52,1,0
Drama,74.93,4.62,59.14,136,1,14.02,1,1
Drama,32.33,7.58,23.73,123,12,7.34,1,0
Comedy,30.13,6.09,40.98,167,1,10.85,0,0
Thriller,82.72,2.7,14.29,125,2,5.02,1,0
Drama,39.7,8.83,57.05,134,6,14.31,0,1
Comedy,78.91,8.02,67.09,170,3,8.54,0,1
Thriller,18.52,7.42,57.53,112,11,13.13,0,1
Sci-Fi,39.61,5.51,63.23,141,6,18.16,0,1
Fantasy,22.83,7.78,97.2,151,3,0.11,0,1
Romance,66.44,3.16,66.23,129,7,2.49,0,0
Drama,43.79,3.34,29.24,133,1,7.44,0,0
Action,71.93,5.75,68.41,140,4,14.83,0,1
Drama,54.59,5.81,78.03,100,3,14.51,0,1
Horror,1.0,6.17,21.66,117,9,3.68,0,0
Drama,42.08,1.45,42.31,179,3,9.64,0,0
Sci-Fi,3.94,6.19,65.94,96,6,15.49,0,0
Romance,60.4,1.74,33.41,104,11,3.56,0,0
Sci-Fi,66.66,6.86,39.26,105,3,18.04,0,1
Romance,69.77,1.75,73.86,146,8,17.07,0,0
Drama,46.31,8.26,71.14,164,2,7.24,0,1
Action,1.04,6.86,35.38,98,1,9.8,1,0
Fantasy,56.29,6.93,22.48,127,5,11.14,0,0
Fantasy,62.21,6.09,71.11,97,10,21.91,1,1
Action,44.52,7.57,46.59,94,12,0.0,0,0
Action,52.56,8.2,43.68,85,8,16.21,1,1
Romance,1.0,2.99,0.64,108,10,17.64,1,0
Action,51.99,2.35,56.34,115,1,6.83,1,0
Fantasy,46.75,7.85,68.42,90,8,6.03,1,1
Action,13.62,4.83,44.78,91,11,12.82,1,0
Romance,65.85,5.49,28.32,119,8,14.94,1,0
Comedy,35.17,7.11,37.9,121,9,5.08,0,0
Comedy,56.87,8.73,58.5,86,10,12.75,1,1
Thriller,64.64,7.27,46.74,126,9,2.17,1,0
Comedy,59.86,8.34,77.3,180,5,3.37,0,1
Sci-Fi,9.78,6.73,23.98,162,5,11.97,1,0
Fantasy,38.48,4.47,16.95,140,4,15.41,1,0
Thriller,113.88,7.69,39.73,101,5,3.79,1,1
Drama,91.87,2.13,45.78,151,3,4.97,1,0
Fantasy,75.04,8.51,0.0,146,2,8.24,1,0
Romance,58.23,5.04,60.43,81,12,12.64,1,1
Horror,20.36,7.63,62.82,81,2,5.49,1,0
Horror,45.13,5.4,45.76,97,8,14.04,0,0
Comedy,37.33,3.09,64.89,122,5,11.74,1,0
Comedy,47.46,6.95,35.03,100,8,7.74,0,0
Horror,6.61,6.94,32.42,178,10,7.74,0,0
Comedy,78.63,4.47,51.93,141,11,8.38,1,0
Drama,1.0,7.57,49.7,117,5,8.66,1,0
Fantasy,75.71,6.54,30.26,172,6,11.18,1,0
Comedy,76.29,5.07,43.87,113,7,3.69,1,0
Fantasy,119.81,6.89,26.95,143,11,6.27,0,0
Horror,42.51,6.12,47.05,142,5,11.53,1,0
Romance,34.4,5.19,38.41,111,3,6.31,1,0
Sci-Fi,53.61,6.49,51.83,135,7,4.25,0,0
Thriller,66.79,5.4,20.33,121,10,9.56,1,0
Romance,47.29,4.83,36.96,152,10,8.82,0,0
Drama,14.51,3.43,31.98,150,10,8.91,1,0
Action,66.76,6.68,41.22,105,11,6.28,1,0
Fantasy,49.98,4.74,29.09,100,9,10.7,0,0
Drama,19.75,6.93,63.87,122,1,13.49,0,1
Romance,1.25,6.11,13.82,92,4,8.67,1,0
Romance,124.07,6.25,7.72,121,9,15.83,1,0
Fantasy,74.96,7.9,56.55,117,10,10.2,0,1
Thriller,66.78,5.94,43.07,144,10,12.98,0,0
Fantasy,46.55,4.88,90.14,127,3,9.4,0,1
Comedy,70.7,6.28,32.16,162,5,8.53,0,0
Romance,18.43,7.11,81.22,177,10,6.91,1,1
Romance,55.98,7.34,61.5,94,2,9.74,0,1
Action,57.29,5.23,31.19,126,10,4.69,1,0
Fantasy,19.17,10.0,65.16,180,6,8.17,1,1
Romance,46.87,3.89,25.22,154,11,10.0,0,0
Action,37.62,5.42,31.4,110,4,14.3,1,0
Romance,27.08,5.91,15.71,101,2,12.39,0,0
Action,33.83,7.49,21.23,116,6,13.6,0,0
Drama,1.0,7.19,44.88,93,10,13.35,0,0
Action,81.88,9.51,40.11,137,9,15.49,1,1
Drama,96.87,7.89,72.19,147,12,9.39,0,1
Fantasy,22.21,6.04,61.24,162,2,5.29,0,0
Fantasy,83.3,8.32,22.13,137,2,11.32,0,1
Drama,49.04,5.92,66.17,118,6,10.94,0,1
Sci-Fi,49.69,3.82,57.66,174,12,20.54,0,1
Fantasy,11.14,9.34,14.59,123,2,8.06,1,0
Sci-Fi,33.27,6.02,68.92,137,1,8.25,1,1
Horror,65.98,4.08,29.66,127,5,13.62,0,0
Drama,20.74,9.82,68.51,87,3,3.27,0,1
Drama,27.75,7.17,84.63,154,3,11.58,0,1
Sci-Fi,34.76,7.28,94.83,172,9,5.36,1,1
Horror,1.0,3.09,36.64,102,12,5.44,0,0
Comedy,59.85,8.88,54.91,168,1,8.18,0,1
Comedy,69.11,3.18,74.04,161,11,4.48,1,0
Drama,60.94,9.47,64.24,95,5,5.98,0,1
Romance,78.29,4.71,47.82,123,4,16.97,1,1
Thriller,36.68,3.55,51.54,124,11,6.47,1,0
Sci-Fi,104.34,9.05,91.5,168,2,11.53,0,1
Horror,24.66,2.16,61.61,97,5,7.42,1,0
Romance,43.27,7.04,68.08,88,9,12.32,0,1
Sci-Fi,40.3,4.66,33.97,118,5,5.95,1,0
Drama,55.59,9.12,67.96,128,8,16.27,0,1
Action,42.81,5.07,74.77,139,8,5.23,1,0
Sci-Fi,46.91,6.49,70.88,113,10,8.94,0,1
Thriller,29.65,2.44,15.94,115,6,12.11,0,0
Horror,36.85,6.35,44.53,109,7,7.08,1,0
Fantasy,1.0,8.93,46.24,95,11,15.65,1,1
Sci-Fi,74.07,10.0,41.09,128,1,8.74,1,1
Horror,19.34,8.98,32.83,88,9,11.98,0,0
Action,35.28,9.63,26.92,162,8,18.38,0,1
Thriller,18.21,6.42,55.9,96,4,4.27,1,0
Romance,67.09,5.87,41.01,81,4,11.62,1,0
Horror,33.7,5.04,19.6,124,10,5.88,0,0
Horror,1.0,3.75,85.48,109,4,12.05,0,0
Romance,58.42,7.16,68.15,157,8,9.17,0,1
Fantasy,27.58,7.07,40.92,99,12,7.86,1,0
Thriller,49.3,6.57,12.03,150,10,13.53,0,0
Action,74.97,7.66,56.48,167,2,6.94,1,1
Drama,20.37,3.74,75.26,149,1,10.53,1,0
Romance,48.47,5.67,43.53,144,8,13.11,0,0
Comedy,26.85,7.98,83.09,109,5,9.23,0,1
Thriller,79.6,3.28,21.28,119,8,16.65,0,0
Drama,52.37,4.63,86.19,80,2,6.91,1,1
Horror,49.31,7.77,43.85,152,6,12.03,0,1
Sci-Fi,12.77,4.2,48.52,103,1,7.73,0,0
Romance,72.51,5.88,65.93,135,1,11.47,1,1
Drama,76.31,3.23,45.09,115,1,3.84,1,0
Fantasy,27.02,4.48,54.81,98,10,15.31,1,0
Sci-Fi,54.62,10.0,72.59,165,11,6.98,0,1
Thriller,67.64,4.29,28.43,131,6,13.05,1,0
Sci-Fi,116.54,7.0,58.15,174,3,4.59,1,1
Action,61.73,6.79,57.46,149,4,10.93,1,1
Drama,49.99,4.83,100.0,94,1,11.79,1,1
Thriller,45.33,7.01,87.08,113,1,14.95,0,1
Thriller,47.11,1.24,52.63,99,6,9.99,0,0
Romance,73.02,9.75,32.26,82,10,8.87,0,1
Thriller,23.54,4.75,64.65,91,12,8.12,0,0
Action,77.98,3.69,66.16,148,9,11.74,1,1
Comedy,3.76,4.18,93.98,102,11,9.91,0,0
Romance,69.99,3.2,48.68,148,11,6.82,0,0
